"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"3622","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Imazatocho","Ritsurinkoen",13,"3LDK",80,125000,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"1st",2010
"3623","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Motoyamacho","Motoyama (Takamatsu)",13,NA,280,32142.8571428571,"Semi-rectangular Shaped",11,230,1935,"W","House",NA,"West","City Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3624","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Ichinomiya",15,NA,490,44897.9591836735,"Semi-trapezoidal Shaped",NA,165,1935,"W","House",NA,"East","City Road",4,"Non-divided City Planning Area",60,200,"4th",2010
"3625","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Enzacho","Ichinomiya",19,"3LDK",70,1e+05,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Non-divided City Planning Area",60,200,"2nd",2010
"3626","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanakamachi","Kotoden-yashima",4,NA,125,74400,"Semi-rectangular Shaped",12,90,1935,"W","House",NA,"East","Private Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2014
"3627","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanakamachi","Kotoden-yashima",2,"3LDK",65,110769.230769231,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2014
"3628","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Kasugagawa",60,"3LDK",75,102666.666666667,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2014
"3629","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Kasugagawa",7,"3LDK",75,186666.666666667,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Quasi-industrial Zone",60,200,"4th",2014
"3630","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",12,NA,220,109090.909090909,"Semi-rectangular Shaped",12.5,130,1935,"W","House",NA,"South","Private Road",6,"Non-divided City Planning Area",60,200,"3rd",2010
"3631","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",8,NA,200,140000,"Semi-rectangular Shaped",11.7,130,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",60,200,"3rd",2010
"3632","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",3,NA,105,38095.2380952381,"Semi-shaped",11,85,1935,"W","House",NA,"South","City Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2010
"3633","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",10,NA,260,46153.8461538462,"Rectangular Shaped",8.7,120,1935,"W","House",NA,"South","Private Road",4.2,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2010
"3634","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",9,NA,200,115000,"Semi-trapezoidal Shaped",13,120,1935,"W","House",NA,"West","Private Road",6,"Non-divided City Planning Area",60,200,"2nd",2010
"3635","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",10,NA,260,65384.6153846154,"Semi-rectangular Shaped",8.6,120,1935,"W","House",NA,"North","Private Road",4.2,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2010
"3636","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",8,NA,155,148387.096774194,"Semi-rectangular Shaped",10.3,110,1935,"W","House",NA,"West","Private Road",5,"Non-divided City Planning Area",60,200,"1st",2010
"3637","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",8,NA,220,1e+05,"Irregular Shaped",5,100,1935,"W","House","House","East","City Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2014
"3638","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",14,"3LDK",70,95714.2857142857,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2014
"3639","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",60,"3LDK",75,108000,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2014
"3640","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",14,NA,130,115384.615384615,"Semi-shaped",12.4,90,1935,"W","House","House","East","Prefectural Road",12,"Category I Residential Zone",60,200,"3rd",2014
"3641","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",16,NA,160,175000,"Rectangular Shaped",13,100,1935,"W","House","House","North","Private Road",5,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2014
"3642","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",10,NA,175,137142.857142857,"Rectangular Shaped",11.5,115,1935,"W","House","House","East","Private Road",5,"Category I Exclusively Medium-high Residential Zone",50,200,"3rd",2014
"3643","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",60,"3LDK",70,90000,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2014
"3644","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",60,"3LDK",75,108000,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2014
"3645","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",18,NA,140,48571.4285714286,"Rectangular Shaped",7,80,1935,"RC","House","House","North","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2014
"3646","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Takamatsu (Kagawa)",13,NA,55,72727.2727272727,"Semi-rectangular Shaped",5.5,75,1935,"W","House",NA,"East","City Road",45,"Category I Residential Zone",60,200,"3rd",2010
"3647","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",25,NA,200,50000,"Rectangular Shaped",10.5,75,1935,"RC","House","House","South","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2014
"3648","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",15,"2LDK",60,80000,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"2nd",2014
"3649","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",14,NA,115,35652.1739130435,"Rectangular Shaped",7,75,1935,"LS","House",NA,"South","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3650","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",10,NA,175,160000,"Semi-rectangular Shaped",12,115,1935,"W","House","House","East","Private Road",5,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3651","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",10,NA,195,148717.948717949,"Semi-shaped",11,125,1935,"W","House","House","East","Road",5,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3652","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",14,"3LDK",70,84285.7142857143,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"1st",2014
"3653","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",29,"3LDK",70,58571.4285714286,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"1st",2014
"3654","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Furutakamatsu",8,NA,380,42105.2631578947,"Semi-shaped",20,150,1935,"W","House","House","Northwest","City Road",6,"Category I Exclusively Low-story Residential Zone",50,80,"2nd",2014
"3655","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,NA,170,2e+05,"Rectangular Shaped",16,115,1935,"W","House",NA,"West","Private Road",4.2,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2010
"3656","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"3LDK",65,153846.153846154,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"4th",2010
"3657","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",6,NA,95,57894.7368421053,"Semi-rectangular Shaped",7,70,1935,"W","House",NA,"North","Road",4,"Category I Residential Zone",60,200,"3rd",2010
"3658","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",14,NA,110,68181.8181818182,"Semi-trapezoidal Shaped",14,90,1935,"W","House",NA,"West","Road",2.7,"Category I Residential Zone",60,200,"2nd",2010
"3659","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",60,NA,155,58064.5161290323,"Semi-shaped",11,135,1935,"W","House","House","West","City Road",6,"Category I Exclusively Low-story Residential Zone",50,80,"4th",2014
"3660","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"3LDK",70,242857.142857143,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"2nd",2010
"3661","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",60,NA,380,52631.5789473684,"Semi-shaped",20,145,1935,"W","House","House","East","City Road",4,"Non-divided City Planning Area",50,80,"3rd",2014
"3662","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",3,NA,170,2e+05,"Semi-rectangular Shaped",10,120,1935,"W","House",NA,"South","Private Road",6,"Category I Residential Zone",60,200,"1st",2010
"3663","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",25,NA,340,19117.6470588235,"Semi-square Shaped",18,130,1935,"W","House","House","North","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,150,"3rd",2014
"3664","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",60,NA,185,22702.7027027027,"Semi-shaped",9,90,1935,"W","House","House","Northwest","Private Road",4,"Category I Exclusively Low-story Residential Zone",50,80,"2nd",2014
"3665","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",23,NA,250,20800,"Rectangular Shaped",11,165,1935,"W","House","House","South","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2014
"3666","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",23,NA,240,20833.3333333333,"Rectangular Shaped",11,110,1935,"W","House",NA,"North","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3667","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimahigashimachi","Yakuri",21,NA,420,47619.0476190476,"Semi-rectangular Shaped",16,180,1935,"LS","House",NA,"South","City Road",9,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2014
"3668","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Busshozan",14,NA,390,35897.4358974359,"Semi-rectangular Shaped",15,150,1935,"W","House",NA,"East","Private Road",5,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2010
"3669","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yuracho","Mizuta",60,NA,600,33333.3333333333,"&quot;Flag-shaped&quot; etc.",NA,200,1935,"W","House","House","West","Prefectural Road",8,"Non-divided City Planning Area",60,100,"4th",2014
"3670","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yuracho","Mizuta",26,NA,830,9638.55421686747,"Semi-rectangular Shaped",35,250,1935,"W","House","Other","South","Town Road",4,"Non-divided City Planning Area",60,100,"3rd",2014
"3671","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Ota (Takamatsu)",7,NA,160,43750,"Irregular Shaped",9.5,90,1935,"W","House",NA,"South","City Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2010
"3672","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Ota (Takamatsu)",13,NA,360,50000,"Semi-square Shaped",19,145,1935,"W","House",NA,"West","City Road",2.7,"Category I Residential Zone",50,200,"2nd",2010
"3673","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Ota (Takamatsu)",12,NA,90,22222.2222222222,"Rectangular Shaped",NA,75,1935,"W","House",NA,"West","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2010
"3674","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Ota (Takamatsu)",10,NA,165,187878.787878788,"Semi-trapezoidal Shaped",NA,115,1935,"W","House",NA,"East","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2010
"3675","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Ota (Takamatsu)",10,NA,150,186666.666666667,"Rectangular Shaped",10,100,1935,"W","House",NA,"North","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2010
"3676","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Sanjo (Takamatsu)",25,"3LDK",85,129411.764705882,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Quasi-industrial Zone",60,200,"4th",2010
"3677","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Sanjo (Takamatsu)",19,NA,200,275000,"Semi-rectangular Shaped",11,145,1935,"W","House",NA,"East","City Road",5,"Category I Residential Zone",60,200,"1st",2010
"3678","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Okamotocho","Okamoto (Takamatsu)",7,NA,220,45454.5454545455,"Semi-rectangular Shaped",16,105,1935,"W","House",NA,"East","Private Road",4.5,"Non-divided City Planning Area",60,200,"4th",2010
"3679","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Okamotocho","Okamoto (Takamatsu)",13,NA,165,66666.6666666667,"Rectangular Shaped",9.2,105,1935,"RC","House",NA,"South","City Road",5.2,"Non-divided City Planning Area",60,200,"2nd",2010
"3680","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Omorecho","Takata (Takamatsu)",24,NA,240,108333.333333333,"Rectangular Shaped",21.6,110,1935,"W","House",NA,"East","Private Road",6,"Non-divided City Planning Area",60,200,"1st",2010
"3681","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Omorecho","Nishimaeda",13,NA,185,97297.2972972973,"Semi-square Shaped",13,90,1935,"W","House",NA,"North","Private Road",5,"Non-divided City Planning Area",60,200,"3rd",2010
"3682","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Ritsurincho","Ritsurinkoen",8,"3LDK",70,185714.285714286,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Commercial Zone",80,400,"4th",2014
"3683","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ritsurincho","Ritsurinkoen",7,NA,125,136000,"Rectangular Shaped",10,90,1935,"W","House","House","South","Road",1.8,"Neighborhood Commercial Zone",80,300,"3rd",2014
"3684","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Ritsurincho","Ritsurinkoen",6,"1DK",25,96000,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Neighborhood Commercial Zone",80,300,"3rd",2014
"3685","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Ritsurincho","Ritsurinkoen",7,"3LDK",75,413333.333333333,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Commercial Zone",80,400,"2nd",2014
"3686","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",60,NA,210,14285.7142857143,"Rectangular Shaped",13,65,1935,"W","House",NA,"North","City Road",4,"Category II Exclusively Low-story Residential Zone",60,100,"4th",2010
"3687","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",28,NA,510,25490.1960784314,"Irregular Shaped",5,105,1935,"W","House",NA,"Northeast","City Road",4.4,"Non-divided City Planning Area",70,200,"3rd",2010
"3688","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",28,NA,110,1e+05,"Rectangular Shaped",12,75,1935,"W","House",NA,"West","Private Road",3.8,"Non-divided City Planning Area",70,100,"3rd",2010
"3689","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",60,NA,440,63636.3636363636,"Irregular Shaped",7,210,1935,"S","House",NA,"East","Prefectural Road",6.4,"Non-divided City Planning Area",70,100,"3rd",2010
"3690","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",60,NA,240,26250,"Rectangular Shaped",14.8,60,1935,"W","House",NA,"East","City Road",5.7,"Category II Exclusively Low-story Residential Zone",60,100,"1st",2010
